tanggal,id_komoditas,nama_komoditas,id_harga_pangan,nama_pasar,harga
2024-03-24,16.0,"Cabai Merah Besar,1 kg",eyJpdiI6InM5eE16Z1ZtRDUzZEEvYnhVVmZmSFE9PSIsInZhbHVlIjoiT2JYZkwzWlJwVzZsaXVUT2NHdmlRdz09IiwibWFjIjoiZmUwNjA4ZTIxYzJmNGFjNThlNTg3YmE0YTc5ZWUwMGJmYTIwODYwZjE4YmNjZmJmMzdhN2RlYjAyODZkOGQ4NiIsInRhZyI6IiJ9,Pasar Beringharjo,34000.0
2024-03-25,16.0,"Cabai Merah Besar,1 kg",eyJpdiI6InM5eE16Z1ZtRDUzZEEvYnhVVmZmSFE9PSIsInZhbHVlIjoiT2JYZkwzWlJwVzZsaXVUT2NHdmlRdz09IiwibWFjIjoiZmUwNjA4ZTIxYzJmNGFjNThlNTg3YmE0YTc5ZWUwMGJmYTIwODYwZjE4YmNjZmJmMzdhN2RlYjAyODZkOGQ4NiIsInRhZyI6IiJ9,Pasar Beringharjo,34000.0
2024-03-26,16.0,"Cabai Merah Besar,1 kg",eyJpdiI6InM5eE16Z1ZtRDUzZEEvYnhVVmZmSFE9PSIsInZhbHVlIjoiT2JYZkwzWlJwVzZsaXVUT2NHdmlRdz09IiwibWFjIjoiZmUwNjA4ZTIxYzJmNGFjNThlNTg3YmE0YTc5ZWUwMGJmYTIwODYwZjE4YmNjZmJmMzdhN2RlYjAyODZkOGQ4NiIsInRhZyI6IiJ9,Pasar Beringharjo,34000.0
2024-03-27,16.0,"Cabai Merah Besar,1 kg",eyJpdiI6InM5eE16Z1ZtRDUzZEEvYnhVVmZmSFE9PSIsInZhbHVlIjoiT2JYZkwzWlJwVzZsaXVUT2NHdmlRdz09IiwibWFjIjoiZmUwNjA4ZTIxYzJmNGFjNThlNTg3YmE0YTc5ZWUwMGJmYTIwODYwZjE4YmNjZmJmMzdhN2RlYjAyODZkOGQ4NiIsInRhZyI6IiJ9,Pasar Beringharjo,34000.0
2024-03-28,16.0,"Cabai Merah Besar,1 kg",eyJpdiI6InM5eE16Z1ZtRDUzZEEvYnhVVmZmSFE9PSIsInZhbHVlIjoiT2JYZkwzWlJwVzZsaXVUT2NHdmlRdz09IiwibWFjIjoiZmUwNjA4ZTIxYzJmNGFjNThlNTg3YmE0YTc5ZWUwMGJmYTIwODYwZjE4YmNjZmJmMzdhN2RlYjAyODZkOGQ4NiIsInRhZyI6IiJ9,Pasar Beringharjo,34000.0
2024-03-29,16.0,"Cabai Merah Besar,1 kg",eyJpdiI6InM5eE16Z1ZtRDUzZEEvYnhVVmZmSFE9PSIsInZhbHVlIjoiT2JYZkwzWlJwVzZsaXVUT2NHdmlRdz09IiwibWFjIjoiZmUwNjA4ZTIxYzJmNGFjNThlNTg3YmE0YTc5ZWUwMGJmYTIwODYwZjE4YmNjZmJmMzdhN2RlYjAyODZkOGQ4NiIsInRhZyI6IiJ9,Pasar Beringharjo,34000.0
2024-03-30,16.0,"Cabai Merah Besar,1 kg",eyJpdiI6InM5eE16Z1ZtRDUzZEEvYnhVVmZmSFE9PSIsInZhbHVlIjoiT2JYZkwzWlJwVzZsaXVUT2NHdmlRdz09IiwibWFjIjoiZmUwNjA4ZTIxYzJmNGFjNThlNTg3YmE0YTc5ZWUwMGJmYTIwODYwZjE4YmNjZmJmMzdhN2RlYjAyODZkOGQ4NiIsInRhZyI6IiJ9,Pasar Beringharjo,34000.0
2024-03-31,16.0,"Cabai Merah Besar,1 kg",eyJpdiI6InM5eE16Z1ZtRDUzZEEvYnhVVmZmSFE9PSIsInZhbHVlIjoiT2JYZkwzWlJwVzZsaXVUT2NHdmlRdz09IiwibWFjIjoiZmUwNjA4ZTIxYzJmNGFjNThlNTg3YmE0YTc5ZWUwMGJmYTIwODYwZjE4YmNjZmJmMzdhN2RlYjAyODZkOGQ4NiIsInRhZyI6IiJ9,Pasar Beringharjo,34000.0
2024-04-01,16.0,"Cabai Merah Besar,1 kg",eyJpdiI6InM5eE16Z1ZtRDUzZEEvYnhVVmZmSFE9PSIsInZhbHVlIjoiT2JYZkwzWlJwVzZsaXVUT2NHdmlRdz09IiwibWFjIjoiZmUwNjA4ZTIxYzJmNGFjNThlNTg3YmE0YTc5ZWUwMGJmYTIwODYwZjE4YmNjZmJmMzdhN2RlYjAyODZkOGQ4NiIsInRhZyI6IiJ9,Pasar Beringharjo,34000.0
2024-04-02,16.0,"Cabai Merah Besar,1 kg",eyJpdiI6InM5eE16Z1ZtRDUzZEEvYnhVVmZmSFE9PSIsInZhbHVlIjoiT2JYZkwzWlJwVzZsaXVUT2NHdmlRdz09IiwibWFjIjoiZmUwNjA4ZTIxYzJmNGFjNThlNTg3YmE0YTc5ZWUwMGJmYTIwODYwZjE4YmNjZmJmMzdhN2RlYjAyODZkOGQ4NiIsInRhZyI6IiJ9,Pasar Beringharjo,39000.0
2024-04-03,16.0,"Cabai Merah Besar,1 kg",eyJpdiI6InM5eE16Z1ZtRDUzZEEvYnhVVmZmSFE9PSIsInZhbHVlIjoiT2JYZkwzWlJwVzZsaXVUT2NHdmlRdz09IiwibWFjIjoiZmUwNjA4ZTIxYzJmNGFjNThlNTg3YmE0YTc5ZWUwMGJmYTIwODYwZjE4YmNjZmJmMzdhN2RlYjAyODZkOGQ4NiIsInRhZyI6IiJ9,Pasar Beringharjo,39000.0
2024-04-04,16.0,"Cabai Merah Besar,1 kg",eyJpdiI6InM5eE16Z1ZtRDUzZEEvYnhVVmZmSFE9PSIsInZhbHVlIjoiT2JYZkwzWlJwVzZsaXVUT2NHdmlRdz09IiwibWFjIjoiZmUwNjA4ZTIxYzJmNGFjNThlNTg3YmE0YTc5ZWUwMGJmYTIwODYwZjE4YmNjZmJmMzdhN2RlYjAyODZkOGQ4NiIsInRhZyI6IiJ9,Pasar Beringharjo,39000.0
2024-04-05,16.0,"Cabai Merah Besar,1 kg",eyJpdiI6InM5eE16Z1ZtRDUzZEEvYnhVVmZmSFE9PSIsInZhbHVlIjoiT2JYZkwzWlJwVzZsaXVUT2NHdmlRdz09IiwibWFjIjoiZmUwNjA4ZTIxYzJmNGFjNThlNTg3YmE0YTc5ZWUwMGJmYTIwODYwZjE4YmNjZmJmMzdhN2RlYjAyODZkOGQ4NiIsInRhZyI6IiJ9,Pasar Beringharjo,39000.0
2024-04-06,16.0,"Cabai Merah Besar,1 kg",eyJpdiI6InM5eE16Z1ZtRDUzZEEvYnhVVmZmSFE9PSIsInZhbHVlIjoiT2JYZkwzWlJwVzZsaXVUT2NHdmlRdz09IiwibWFjIjoiZmUwNjA4ZTIxYzJmNGFjNThlNTg3YmE0YTc5ZWUwMGJmYTIwODYwZjE4YmNjZmJmMzdhN2RlYjAyODZkOGQ4NiIsInRhZyI6IiJ9,Pasar Beringharjo,39000.0
2024-04-07,16.0,"Cabai Merah Besar,1 kg",eyJpdiI6InM5eE16Z1ZtRDUzZEEvYnhVVmZmSFE9PSIsInZhbHVlIjoiT2JYZkwzWlJwVzZsaXVUT2NHdmlRdz09IiwibWFjIjoiZmUwNjA4ZTIxYzJmNGFjNThlNTg3YmE0YTc5ZWUwMGJmYTIwODYwZjE4YmNjZmJmMzdhN2RlYjAyODZkOGQ4NiIsInRhZyI6IiJ9,Pasar Beringharjo,39000.0
2024-04-08,16.0,"Cabai Merah Besar,1 kg",eyJpdiI6InM5eE16Z1ZtRDUzZEEvYnhVVmZmSFE9PSIsInZhbHVlIjoiT2JYZkwzWlJwVzZsaXVUT2NHdmlRdz09IiwibWFjIjoiZmUwNjA4ZTIxYzJmNGFjNThlNTg3YmE0YTc5ZWUwMGJmYTIwODYwZjE4YmNjZmJmMzdhN2RlYjAyODZkOGQ4NiIsInRhZyI6IiJ9,Pasar Beringharjo,71000.0
2024-04-09,16.0,"Cabai Merah Besar,1 kg",eyJpdiI6InM5eE16Z1ZtRDUzZEEvYnhVVmZmSFE9PSIsInZhbHVlIjoiT2JYZkwzWlJwVzZsaXVUT2NHdmlRdz09IiwibWFjIjoiZmUwNjA4ZTIxYzJmNGFjNThlNTg3YmE0YTc5ZWUwMGJmYTIwODYwZjE4YmNjZmJmMzdhN2RlYjAyODZkOGQ4NiIsInRhZyI6IiJ9,Pasar Beringharjo,61000.0
